,title,url,experience,salary,location,skills,search_type
5858,Technical Project Manager - Mainframe,https://www.naukri.com/job-listings-technical-project-manager-mainframe-career-infosystem-bangalore-bengaluru-5-to-8-years-230223910116,7-10 Yrs,Not disclosed,"['Chennai', 'Bangalore/Bengaluru']","['SaaS', 'Management', 'Agile', 'Delivery', 'Project', 'Project management', 'Delivery management', 'Waterfall']",SDLC Model: -Waterfall
5859,Senior Java Developer - J2ee/ejb/soa,https://www.naukri.com/job-listings-senior-java-developer-j2ee-ejb-soa-career-infosystem-noida-delhi-ncr-5-to-8-years-230223910078,6-8 Yrs,Not disclosed,"['Bangalore/ Bengaluru', 'Karnataka']","['.NET', 'ASP.Net', 'Development', 'Teamcity', 'SDLC', 'Team', 'Agile methodology', 'Angular']",SDLC Model: -Waterfall
5860,Quality Assurance/ Manual Tester - Manual/ Functional Testing,https://www.naukri.com/job-listings-quality-assurance-manual-tester-manual-functional-testing-career-infosystem-gurgaon-gurugram-5-to-8-years-230223909354,9-14 Yrs,Not disclosed,"['Nagpur', 'Maharashtra']","['agile', 'Agile methodology', 'Technical analysis', 'Scrum', 'Waterfall', 'Kanban', 'JIRA']",SDLC Model: -Waterfall
5861,"DataStage Developer, Oracle/ SQL, UNIX Shell Scripting",https://www.naukri.com/job-listings-datastage-developer-oracle-sql-unix-shell-scripting-htc-global-services-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-10-years-220623003476,5-10 Yrs,Not disclosed,"['Hybrid - Hyderabad/Secunderabad', 'Chennai', 'Bangalore/Bengaluru']","['Shell Unix', 'shell scripting', 'etl datastage', 'oracle sql', 'unix', 'ETL', 'Scripting', 'Datastage']",Oracle SQL Developer
5862,SQL Developer - Oracle/ SQL Server,https://www.naukri.com/job-listings-sql-developer-oracle-sql-server-career-infosystem-chennai-3-to-5-years-230223909748,3-5 Yrs,Not disclosed,['Chennai'],"['Unix', 'Linux', 'Oracle SQL', 'Oracle', 'Server', 'Development', 'SQL', 'SQL Server']",Oracle SQL Developer
5863,Senior Java Developer - Oracle/sql Server/spring,https://www.naukri.com/job-listings-senior-java-developer-oracle-sql-server-spring-career-infosystem-ahmedabad-gujarat-5-to-10-years-230223908653,5-10 Yrs,Not disclosed,"['Ahmedabad', 'Gujarat']","['Java Developer', 'Agile', 'Oracle SQL', 'Serv', 'SQL', 'Server', 'Development', 'Hibernate']",Oracle SQL Developer
5864,Oracle SQL Developer,,4-8 Yrs,Not disclosed,"['Mumbai', 'Pune', 'Chennai', 'Bangalore/Bengaluru', 'Delhi / NCR']","['SQL', 'Oracle DBA', 'Oracle', 'Production support', 'Development', 'API', 'Microservices', 'GIT']",Oracle SQL Developer
5865,Oracle SQL Developer,,4-8 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Chennai', 'Bangalore/Bengaluru', 'Any Location']","['Oracle DB', 'PostgreSQL DB', 'SQL', 'Java', 'API', 'Oracle DBA', 'Production', 'Oracle']",Oracle SQL Developer
5866,Sr. Oracle Pl SQL Developer,,3-8 Yrs,10-20 Lacs PA,"['Hybrid - Hyderabad/ Secunderabad', 'Telangana']","['Oracle SQL developer', 'SQL Queries', 'Query', 'Oracle SQL', 'Oracle', 'SQL', 'Development']",Oracle SQL Developer
5867,Sr. Oracle Pl SQL Developer,,7-11 Yrs,7-17 Lacs PA,"['Hyderabad/ Secunderabad', 'Telangana']","['Oracle SQL', 'Development', 'SQL', 'Triggers', 'Oracle', 'Procedures', 'Stored procedures']",Oracle SQL Developer
5868,Sr. Oracle Pl SQL Developer,,4-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Oracle DB', 'Microservice architecture', 'PostgreSQL', 'Production Support', 'SQL', 'Architecture', 'GIT', 'Microservices']",Oracle SQL Developer
5869,Production Support Developer - SQL/Oracle DB,https://www.naukri.com/job-listings-production-support-developer-sql-oracle-db-career-infosystem-mumbai-pune-chennai-bangalore-bengaluru-delhi-ncr-4-to-8-years-230223909171,2-5 Yrs,Not disclosed,['Chennai'],"['analysis', 'sql', 'development', 'oracle sql', 'oracle', 'sql development', 'oracle dba', 'schema']",Oracle SQL Developer
5870,Production Support Developer - SQL/Oracle DB,https://www.naukri.com/job-listings-production-support-developer-sql-oracle-db-career-infosystem-hyderabad-secunderabad-chennai-bangalore-bengaluru-any-location-4-to-8-years-230223908894,3-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['development', 'team management', 'tools', 'git', 'sql', 'datastage', 'agile', 'oracle sql']",Oracle SQL Developer
5871,Oracle Sql Developer,https://www.naukri.com/job-listings-oracle-sql-developer-wintech-services-india-pvt-ltd-hyderabad-secunderabad-telangana-3-to-8-years-160623004668,2-5 Yrs,Not disclosed,['Mumbai'],"['javascript', 'stack', 'oracle sql', 'development', 'css', 'microsoft', 'entity', 'full stack']",Oracle SQL Developer
5872,Oracle Sql Developer,https://www.naukri.com/job-listings-oracle-sql-developer-wintech-tech-services-hyderabad-secunderabad-telangana-7-to-11-years-140623009280,0-3 Yrs,Not disclosed,"['Kochi/Cochin', 'Chennai', 'Bangalore/Bengaluru']","['Oracle DB', 'Unix', 'Linux', 'Db', 'Oracle Workflows', 'Development', 'Oracle', 'Oracle forms']",Oracle SQL Developer
5873,Production Support Developer - SQL/Oracle DB,https://www.naukri.com/job-listings-production-support-developer-sql-oracle-db-career-infosystem-bangalore-bengaluru-4-to-8-years-230223910296,3-8 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru', 'Delhi / NCR', 'Mumbai (All Areas)']","['oracle', 'pl / sql development', 'PLSQL', 'Performance Tuning', 'Oracle 10G', 'Oracle development', 'Oracle PL', 'Development']",Oracle SQL Developer
5874,Oracle SQL Developer,https://www.naukri.com/job-listings-oracle-sql-developer-mclene-soft-solutions-chennai-2-to-5-years-060519501126,0-3 Yrs,Not disclosed,['Chennai'],"['PLSQL', 'Oracle', 'Development', 'SQL', 'Oracle SQL', 'Postgresql', 'SQL development', 'PLSQL Query']",Oracle SQL Developer
5875,Oracle SQL Developer,https://www.naukri.com/job-listings-oracle-sql-developer-techolution-hyderabad-secunderabad-3-to-8-years-151122501826,3-6 Yrs,5-8 Lacs PA,"['Thane', 'Maharashtra']","['ASP.net', 'Serv', 'Server', 'Cs', 'SQL', 'C#', 'CSS', 'SR']",Oracle SQL Developer
5876,"Full Stack Developer - Asp.net , MS - SQL / Oracle",https://www.naukri.com/job-listings-full-stack-developer-asp-net-ms-sql-oracle-heartface-mumbai-2-to-5-years-150319501281,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Oracle', 'Oracle PL', 'Design', 'Architecture', 'Application development', 'Agile', 'Test cases', 'Development']",Oracle SQL Developer
5877,Oracle Pl-sql Developer - Forms/ Reports,https://www.naukri.com/job-listings-oracle-pl-sql-developer-forms-reports-l-a-consultancy-kochi-cochin-chennai-bangalore-bengaluru-0-to-3-years-300123902299,5-7 Yrs,Not disclosed,['Chennai'],"['RESTful web services', 'agile software development', 'JSON', 'REST', 'SOAP', 'Oracle DB', 'Azure DevOps', 'Oracle PL / SQL']",Oracle SQL Developer
5878,Oracle PL/SQL Developer,https://www.naukri.com/job-listings-oracle-pl-sql-developer-tata-consultancy-services-tcs-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-300523003507,6-8 Yrs,Not disclosed,['Mumbai'],"['Unix', 'Oracle', 'Jira', 'SQL', 'Development', 'Data', 'Shell scripting', 'Oracle Procedural Language']",Oracle SQL Developer
5879,Oracle PL/SQL Developer - Freshers / Experienced,https://www.naukri.com/job-listings-oracle-pl-sql-developer-freshers-experienced-betamonks-technology-chennai-0-to-3-years-220922005160,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['core', 'plsql', 'oracle sql', 'weblogic', 'sql', 'development', 'oracle', 'performance']",Oracle SQL Developer
5880,"Sr. Developer/ Developer - SQL server, C#, ASP.net, JavaScript, Oracle",https://www.naukri.com/job-listings-sr-developer-developer-sql-server-c-asp-net-javascript-oracle-talent-infinity-thane-maharashtra-3-to-6-years-260523009114,3-8 Yrs,Not disclosed,"['Hybrid - Mumbai', 'Mumbai Suburban', 'Mumbai (All Areas)']","['PL/ SQL', 'Hiring', 'Development', 'PL SQL Procedures', 'Modeling', 'Performance tuning', 'Scripting', 'Performance']",Oracle SQL Developer
5881,Part Time Coach - TDIIS-04,https://www.naukri.com/job-listings-part-time-coach-tdiis-04-tdi-international-school-sonipat-sonipat-2-to-7-years-261119500216,2-7 Yrs,Not disclosed,['Sonipat'],"['Time', 'Part time', 'Software testing', 'Ni', 'Coaching', 'NIS', 'Part', 'Hrsd']",kabbadi
5882,Asst. Manager -  Sponsorship & Sales,https://www.naukri.com/job-listings-asst-manager-sponsorship-sales-itw-business-consulting-services-bengaluru-bangalore-1-to-6-years-240320500587,1-6 Yrs,Not disclosed,['Bengaluru'],"['assistance', 'digital', 'retail', 'research', 'sponsorship sales', 'management', 'market research', 'interpersonal skills']",kabbadi
5883,Senior Executive - Servicing (Sports),https://www.naukri.com/job-listings-senior-executive-servicing-sports-star-tv-mumbai-2-to-4-years-210422501268,2-4 Yrs,Not disclosed,['Mumbai'],"['process orientation', 'servicing', 'management', 'advertising', 'orientation', 'hospitality', 'sales', 'ticketing']",kabbadi
5884,Asst . Manager - Sponsorship & Sales,https://www.naukri.com/job-listings-asst-manager-sponsorship-sales-itw-consulting-pvt-ltd-bangalore-bengaluru-3-to-8-years-061022502276,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['management', 'market research', 'inventory', 'healthcare', 'marketing', 'sales', 'research', 'sponsorship']",kabbadi
5885,Core Java/Microservices Developer,https://www.naukri.com/job-listings-core-java-microservices-developer-oracle-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-9-years-070722000801,5-9 Yrs,Not disclosed,"['Pune', 'Chennai', 'Bangalore/Bengaluru', 'Mumbai (All Areas)']","['java', 'j2ee', 'Core java', 'microservices', 'Framework', 'Hibernate', 'JUnit', 'Software development']",Core Java
5886,Core Java Developer - Struts/hibernate,https://www.naukri.com/job-listings-core-java-developer-struts-hibernate-career-infosystem-bangalore-bengaluru-6-to-10-years-230223908587,6-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Core Java', 'Hibernate', 'Development', 'Query', 'SQL', 'Oracle', 'Struts', 'SQL queries']",Core Java
5887,Core Java Developer - J2EE / Spring,https://www.naukri.com/job-listings-core-java-developer-j2ee-spring-career-infosystem-gurgaon-gurugram-5-to-10-years-230223910007,5-10 Yrs,Not disclosed,['Temp. WFH - Gurgaon/Gurugram'],"['Core Java', 'J2EE', 'Spring', 'Design patterns', 'Control system', 'Build', 'Boot', 'SQL']",Core Java
5888,Core Java Developer,,5-10 Yrs,Not disclosed,['Chennai'],"['Java', 'Core Java Development', 'Struts', 'Design patterns', 'Javascript', 'Quartz', 'JDBC', 'Hibernate']",Core Java
5889,Core Java Developer,,5-10 Yrs,Not disclosed,"['Hybrid - Bangalore/ Bengaluru', 'Karnataka']","['java', 'oops', 'Object Oriented Programming', 'Core', 'Core Java Development', 'J2Ee', 'Object', 'Java Programming']",Core Java
5890,Core Java Developer,,5-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Java', 'Core', 'Cloud', 'Documentum', 'Configuration', 'PLSQL', 'J2Ee', 'WDK']",Core Java
5891,Java Full Stack Developer,,5-7 Yrs,Not disclosed,['Hybrid - Bangalore/Bengaluru'],"['java', 'Development', 'Content', 'SQL', 'Content management', 'AWS Cloud', 'Documentum', 'WDK']",Core Java
5892,Java Full Stack Developer,,5-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Java', 'Discoverer', 'Development', 'XML', 'Microservices', 'Core Java Development', 'Spring', 'Web services']",Core Java
5893,Core Java Developer - Multithreading,https://www.naukri.com/job-listings-core-java-developer-multithreading-career-infosystem-chennai-5-to-10-years-230223908605,3-8 Yrs,8.5-15 Lacs PA,"['Kolkata', 'Hyderabad/Secunderabad', 'Chennai', 'Bangalore/Bengaluru']","['Java', 'Spring Mvc', 'Java Development', 'core java development', 'Spring Boot', 'J2Ee', 'Core', 'Boot']",Core Java
5894,Core Java Developer,https://www.naukri.com/job-listings-core-java-developer-bangalore-bengaluru-karnataka-5-to-10-years-120623003538,4-8 Yrs,Not disclosed,['Chennai'],"['Java Development', 'Development', 'Core Java Development', 'Java', 'Core', 'CORE JAVA']",Core Java
5895,"Documentum, WDK Configuration, Core Java, Java/J2EE - Developer",https://www.naukri.com/job-listings-documentum-wdk-configuration-core-java-java-j2ee-developer-ntt-data-global-delivery-services-private-limited-bangalore-bengaluru-5-to-7-years-280523901379,6-8 Yrs,15-30 Lacs PA,"['Hybrid - Hyderabad/ Secunderabad', 'Telangana']","['Algorithms', 'OOPS', 'java collections', 'Core Java Development', 'Java Development', 'Core', 'Development', 'Java']",Core Java
5896,"Documentum, WDK Configuration, Core Java, Java/J2EE - Developer",https://www.naukri.com/job-listings-documentum-wdk-configuration-core-java-java-j2ee-developer-ntt-data-global-delivery-services-private-limited-bangalore-bengaluru-5-to-7-years-060623904459,4-9 Yrs,7-16 Lacs PA,"['Hyderabad/ Secunderabad', 'Telangana(Gachibowli)']","['rest', 'multithreading', 'core java development', 'Hiring', 'Development', 'Java Development', 'Java', 'Core']",Core Java
5897,Core Java Developer - Spring/ Webservices,https://www.naukri.com/job-listings-core-java-developer-spring-webservices-career-infosystem-bangalore-bengaluru-5-to-9-years-230223908586,4-9 Yrs,Not disclosed,['Chennai'],"['SQL', 'ERP', 'Development', 'Java', 'Production', 'Core']",Core Java
5898,Core Java Developer,https://www.naukri.com/job-listings-core-java-developer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-8-years-260523009093,3-4 Yrs,Not disclosed,['Pune'],"['Java Developer', 'Core Java Development', 'Java Development', 'Java', 'Linux', 'Hadoop', 'Core', 'Development']",Core Java
5899,CORE JAVA Developers,https://www.naukri.com/job-listings-core-java-developers-tenthplanet-technologies-chennai-4-to-8-years-210722005778,3-6 Yrs,Not disclosed,['Mumbai'],"['Unix', 'Development', 'Spring', 'Core Java Development', 'Java Development', 'SQL', 'Core', 'Java']",Core Java
5900,Core Java Developer,https://www.naukri.com/job-listings-core-java-developer-synergy-global-it-solutions-hyderabad-secunderabad-telangana-6-to-8-years-200623006893,8-12 Yrs,Not disclosed,"['Noida', 'Delhi / NCR']","['Unix', 'Core Java Development', 'Core', 'Development', 'Java', 'IOC', 'Aop', 'Spring']",Core Java
5901,Hiring Core Java Developers For our Product Organization(No Fake),https://www.naukri.com/job-listings-hiring-core-java-developers-for-our-product-organization-no-fake-evergent-technologies-hyderabad-secunderabad-telangana-4-to-9-years-190623006306,5-10 Yrs,Not disclosed,['Chandigarh'],"['JVM', 'Core', 'Core Java Development', 'Design patterns', 'Collections', 'Rest', 'Design', 'Design development']",Core Java
5902,CORE JAVA Stalk Developer,https://www.naukri.com/job-listings-core-java-stalk-developer-tenth-planet-technologies-chennai-4-to-9-years-190523005152,6-11 Yrs,Not disclosed,"['Hybrid - Pune', 'Bangalore/Bengaluru', 'Delhi / NCR']","['Core Java Programming', 'Boot', 'Java Programming', 'Development', 'Kafka', 'IPC', 'Helm Charts', 'Programming']",Core Java
5903,Core Java Developer - Linux/hadoop,https://www.naukri.com/job-listings-core-java-developer-linux-hadoop-career-infosystem-pune-3-to-4-years-230223909951,3-7 Yrs,Not disclosed,['Chennai'],"['ERP', 'CORE JAVA', 'Development', 'Java Development', 'Java', 'Core Java Development', 'Core']",Core Java
5904,Core Java Developer - Spring/hibernate,https://www.naukri.com/job-listings-core-java-developer-spring-hibernate-career-infosystem-mumbai-3-to-6-years-230223909616,5-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Java', 'Core', 'Hibernate', 'Development', 'JPA', 'Design', 'OOPS', 'Rest']",Core Java
5905,Mysql Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-burgeon-it-services-bangalore-bengaluru-8-to-10-years-210123003832,8-10 Yrs,11-21 Lacs PA,['Bangalore/Bengaluru'],"['backup', 'configuring', 'MySQL', 'MySQL Database', 'Upgrade', 'SQL database', 'DBMS', 'MySQL database administration']",Mysql
5906,Hiring For Senior. MySQL DBA at Mumbai-Sakinaka/WFO,https://www.naukri.com/job-listings-hiring-for-senior-mysql-dba-at-mumbai-sakinaka-wfo-loylty-rewardz-management-mumbai-4-to-9-years-150623005345,4-9 Yrs,Not disclosed,['Mumbai(Sakinaka)'],"['MySQL Database Administration', 'Wfo', 'Hiring', 'Database administration', 'DBMS', 'SQL Server', 'Senior', 'MySQL Database']",Mysql
5907,Principal Consultant - Oracle/Mysql/Mssql DBA,https://www.naukri.com/job-listings-principal-consultant-oracle-mysql-mssql-dba-genpact-hyderabad-secunderabad-4-to-9-years-180623001199,4-9 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['unix commands', 'oracle rac', 'mysql database', 'troubleshooting', 'database monitoring', 'Consulting', 'SQL database', 'DBMS']",Mysql
5908,MySQL Database Administrator,,3-8 Yrs,Not disclosed,['Mumbai(Bandra Kurla Complex)'],"['MySQL Database Administration', 'Backup', 'Management', 'Performance tuning', 'Database Tuning', 'Database Optimization', 'Optimization', 'DBMS']",Mysql
5909,MySQL Database Administrator,,1-6 Yrs,Not disclosed,['Pune'],"['PHP', 'Linux', 'MVC', 'Javascript', 'API', 'PHP Development', 'Rest', 'MySQL']",Mysql
5910,MySQL Database Administrator,,2-5 Yrs,Not disclosed,"['Pune', 'Maharashtra']","['MySQL', 'MySQL Database Administration', 'Administration', 'MySQL Database', 'DBMS', 'SQL database', 'Cloud', 'Database administration']",Mysql
5911,MySQL Database Administrator,,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['XSLT', 'Ajax', 'XML', 'Agile', 'PHP', 'HTML', 'Coding', 'Cd']",Mysql
5912,Hiring - MySql DBA @ BKC Mumbai,https://www.naukri.com/job-listings-hiring-mysql-dba-bkc-mumbai-nseit-mumbai-3-to-8-years-180523007956,4-9 Yrs,Not disclosed,"['Chandigarh', 'Chandigarh']","['MySQL Database Administration', 'Optimization', 'MySQL Database', 'Query', 'SQL Servers', 'SQL', 'SQL database', 'DBMS']",Mysql
5913,PHP Developer - MySQL/Javascript,https://www.naukri.com/job-listings-php-developer-mysql-javascript-plus91-technologies-pvt-ltd-pune-1-to-6-years-220623908111,3-6 Yrs,7-8 Lacs PA,['India'],"['Oracle DBA', 'Performance', 'Database administration', 'Backup', 'Migration', 'SQL Server', 'MySQL database administration', 'Clustering']",Mysql
5914,Cloud Mysql Database Administrator,https://www.naukri.com/job-listings-cloud-mysql-database-administrator-bajaj-finserv-pune-maharashtra-2-to-5-years-140623010203,2-7 Yrs,Not disclosed,['Erode'],"['System', 'MySQL database administration', 'System administration', 'DBMS', 'Database administration', 'French', 'GIT', 'Administration']",Mysql
5915,PHP/Symfony Developer MySQL/CI/CD,https://www.naukri.com/job-listings-php-symfony-developer-mysql-ci-cd-vibrant-info-bangalore-bengaluru-3-to-8-years-140623501040,4-9 Yrs,Not disclosed,['Chandigarh'],"['Database Administration', 'Development', 'Architecture', 'Database Development', 'SQL', 'DBMS', 'MySQL', 'Administration']",Mysql
5916,Mysql Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-finxera-chandigarh-chandigarh-4-to-9-years-210623007107,5-10 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['CSS', 'Magento', 'MySQL', 'Cs', 'Development', 'Microservices Development', 'HTML', 'PHP']",Mysql
5917,Excellent Job opportunity For MySQL DBA For Leading Company.,https://www.naukri.com/job-listings-excellent-opportunity-for-mysql-dba-for-leading-company-digifocal-it-solutions-private-limited-india-3-to-6-years-200623009382,6-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['MySQL', 'DBMS', 'Scripting', 'Performance', 'Data', 'Database administration', 'Redis', 'Data warehousing']",Mysql
5918,MySQL Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-carifer-technologies-private-limited-erode-2-to-7-years-170623501143,6-11 Yrs,Not disclosed,['Hybrid - Hyderabad/Secunderabad'],"['performance tuning', 'MySQL', 'SQL Server', 'SQL Coding', 'MySQL Database Administration', 'Query', 'SQL Server development', 'Query Optimization']",Mysql
5919,Database Administrator - MySQL,https://www.naukri.com/job-listings-database-administrator-mysql-finxera-chandigarh-4-to-9-years-200623906992,3-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Database administration', 'Management', 'Monitoring', 'MySQL database administration', 'Administration', 'Open', 'MySQL Database', 'Microsoft Windows']",Mysql
5920,Magento Developer - Php/mysql,https://www.naukri.com/job-listings-magento-developer-php-mysql-career-infosystem-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-230223910057,2-3 Yrs,4-7 Lacs PA,['Pune'],"['Mysql Database', 'mysql', 'Database Development', 'Database design', 'Administration', 'Web application', 'Serv', 'MySQL Administration']",Mysql
5921,Lead Database Engineer - MySQL/MongoDB/AWS,https://www.naukri.com/job-listings-lead-database-engineer-mysql-mongodb-aws-imindyourbusiness-bangalore-bengaluru-6-to-8-years-220623903855,5-10 Yrs,Not disclosed,['Chandigarh'],"['Core PHP', 'PHP Development', 'Mariadb', 'Serv', 'MySQL', 'Javascript', 'Framework', 'Server']",Mysql
5922,Mysql Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-valuelabs-hyderabad-secunderabad-6-to-11-years-130623006870,0-2 Yrs,Not disclosed,"['Hybrid - Pune', 'Maharashtra(Kothrud)']","['Php Web Development', 'Postgresql', 'logic', 'MySQL Database', 'HTML', 'Postgis', 'Drupal', 'Software']",Mysql
5923,MYSQL Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-enrich-it-services-pvt-ltd-hyderabad-secunderabad-3-to-8-years-120623501138,4-9 Yrs,Not disclosed,['Chandigarh'],"['Database administration', 'SQL', 'DBMS', 'JIRA', 'MySQL', 'Administration', 'Db', 'DBA']",Mysql
5924,Mysql Developer/Administrator,https://www.naukri.com/job-listings-mysql-developer-administrator-plus91-pune-2-to-3-years-100523005107,10-12 Yrs,Not disclosed,['Remote'],"['Computer', 'SQL database', 'Automation', 'MySQL', 'SQL', 'Sm', 'Operational excellence', 'Administration']",Mysql
5925,Soap UI Testing,https://www.naukri.com/job-listings-soap-ui-testing-pentagon-consultancy-services-bengaluru-bangalore-2-to-4-years-230617502662,2-4 Yrs,Not disclosed,['Bengaluru'],"['Database testing', 'Application testing', 'Software testing', 'DBMS', 'UI', 'SOAP UI', 'BPO', 'SOAP']",SOAP
5926,APEX Salesforce Lead - REST / SOAP API Expert,https://www.naukri.com/job-listings-apex-salesforce-lead-rest-soap-api-expert-ave-promagne-noida-mumbai-chandigarh-hyderabad-secunderabad-pune-chennai-gurgaon-gurugram-coimbatore-bangalore-bengaluru-8-to-13-years-240323910622,8-13 Yrs,Not disclosed,"['Noida', 'Mumbai', 'Chandigarh', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Gurgaon/Gurugram', 'Coimbatore', 'Bangalore/Bengaluru']","['Salesforce', 'API', 'GIT', 'SFDC', 'Apex', 'Rest SOAP', 'Rest', 'SOAP']",SOAP
5927,SAP PO/PI & APIs Development Application Developer,https://www.naukri.com/job-listings-sap-po-pi-apis-development-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-6-to-8-years-240623903319,6-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['XML', 'SAP PO', 'JDBC', 'XSLT', 'SAP PI', 'PI', 'SOAP', 'Postman']",SOAP
5928,Sr. Mulesoft Developer,,6-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Java EE', 'JMS', 'Development', 'JSON', 'SOAP', 'End', 'Weblogic', 'SQL']",SOAP
5929,Sr. Mulesoft Developer,,5-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Apex', 'Salesforce', 'Presales', 'API', 'Software testing', 'Design', 'Rest', 'SOAP']",SOAP
5930,Mulesoft Developer,,3-6 Yrs,Not disclosed,['Mohali'],"['Application', 'Development', 'Web testing', 'JIRA', 'Quality analysis', 'Usage', 'SOAP', 'Selenium']",SOAP
5931,Java Technical Lead,,4-5 Yrs,Not disclosed,['Thane'],"['ui automation', 'test scripts', 'scripting', 'test management', 'automation', 'maven', 'stored procedures', 'software testing']",SOAP
5932,Dell Boomi Developer,,6-8 Yrs,Not disclosed,['Mumbai'],"['SAP', 'SAP PO/PI', 'Application', 'Development', 'JSON', 'AS2', 'SOAP', 'PI']",SOAP
5933,Back End Java Developer - Restful Services/soap,https://www.naukri.com/job-listings-back-end-java-developer-restful-services-soap-career-infosystem-bangalore-bengaluru-6-to-8-years-230223910060,4-6 Yrs,Not disclosed,['Mumbai'],"['SAP', 'SAP PO/PI', 'JSON', 'PO', 'Development', 'SAP PI', 'SOAP', 'Application']",SOAP
5934,Salesforce Lead - Apex/SOAP REST API,https://www.naukri.com/job-listings-salesforce-lead-apex-soap-rest-api-ave-promagne-bangalore-bengaluru-5-to-10-years-040523908426,6-8 Yrs,Not disclosed,['Kolkata'],"['Technical design', 'SAP PO', 'SOAP', 'API', 'Development', 'Application development', 'Rest', 'SAP']",SOAP
5935,Quality Analyst ( Soap UI ),https://www.naukri.com/job-listings-quality-analyst-soap-ui-glan-management-consultancy-mohali-3-to-6-years-250222500412,5-10 Yrs,Not disclosed,['Bengaluru'],"['time', 'c', 'operating', 'assembly', 'pmp', 'soap', 'sql', 'languages']",SOAP
5936,API tester (SOAP and REST),https://www.naukri.com/job-listings-api-tester-soap-and-rest-health-smarttech-pvt-ltd-thane-4-to-5-years-200523500631,8-13 Yrs,Not disclosed,['Bengaluru'],"['sql', '.net', 'operating systems', 'operating', 'oracle', 'html', 'jquery', 'system']",SOAP
5937,SAP PO/PI & APIs Development Application Developer,https://www.naukri.com/job-listings-sap-po-pi-apis-development-application-developer-accenture-solutions-pvt-ltd-mumbai-6-to-8-years-210623910451,10-15 Yrs,10-15 Lacs PA,"['Pondicherry/ Puducherry', 'Puducherry']","['Assurance', 'Management', 'Ams', 'Quality', 'SOAP', 'Quality assurance']",SOAP
5938,SAP PO/PI & APIs Development Application Developer,https://www.naukri.com/job-listings-sap-po-pi-apis-development-application-developer-accenture-solutions-pvt-ltd-mumbai-4-to-6-years-210623910450,3-5 Yrs,3.75-5 Lacs PA,"['Jaipur', 'Rajasthan', 'Jodhpur', 'Rajasthan']","['Beauty', 'Personal Care', 'Skin Care', 'Sales', 'Cosmetics', 'Hair care', 'Skin', 'Management']",SOAP
5939,SAP PO/PI & APIs Development Application Developer,https://www.naukri.com/job-listings-sap-po-pi-apis-development-application-developer-accenture-solutions-pvt-ltd-kolkata-6-to-8-years-200623907556,7-9 Yrs,Not disclosed,"['Gurgaon', 'Gurgaon']","['technical', 'javascript', 'tools', 'application server', 'rest', 'server', 'design patterns', 'clearcase']",SOAP
5940,Full stack .Net plus REST/ SOAP,https://www.naukri.com/job-listings-full-stack-net-plus-rest-soap-squircle-it-consulting-services-pvt-ltd-bengaluru-bangalore-5-to-10-years-210417501177,3-5 Yrs,Not disclosed,['Chandigarh'],"['cosmetics', 'metrology', 'project', 'management', 'idea', 'project management', 'new product', 'soap']",SOAP
5941,Full stack .Net plus REST/ SOAP,https://www.naukri.com/job-listings-full-stack-net-plus-rest-soap-squircle-it-consulting-services-pvt-ltd-bengaluru-bangalore-8-to-13-years-210417501173,3-5 Yrs,Not disclosed,['Chandigarh'],"['cosmetics', 'metrology', 'project', 'management', 'idea', 'project management', 'soap', 'regulations']",SOAP
